"dataset_openml_id","dataset_name","attr_name","type_converted","distinct_values_cnt","distinct_values_pct","missing_values_cnt","missing_values_pct","val_size_min","val_size_max","val_size_avg","val_size_std","val_cnt_min","val_cnt_max","val_cnt_median","val_cnt_std","val_pct_min","val_pct_max","val_pct_median","val_pct_std","attr_values"
3,"kr-vs-kp","wkpos",0,2,0.000625782,0,0,1,1,1,0,851,2345,1598,1056.42,26.63,73.37,50,33.0502,"t|f"
3,"kr-vs-kp","wtoeg",0,2,0.000625782,0,0,1,1,1,0,0,2407,789,1227.06,0,75.31,24.69,38.3918,"n|t|f"
3,"kr-vs-kp","class",0,2,0.000625782,0,0,3,5,4,1.41421,1527,1669,1598,100.409,47.78,52.22,50,3.13956,"won|nowin"
6,"letter","class",0,26,0.0013,0,0,1,1,1,0,734,813,767,23.1747,3.67,4.06,3.835,0.115314,"A|B|C|D|E|F|G|H|I|J|K|L|M|N|O|P|Q|R|S|T|U|V|W|X|Y|Z"
8,"liver-disorders","selector",0,2,0.0057971,0,0,1,1,1,0,145,200,172.5,38.8909,42.03,57.97,50,11.2713,"1|2"
10,"lymph","lymphatics",0,4,0.027027,0,0,6,9,7.25,1.5,2,67,39.5,27.2152,1.35,45.27,26.69,18.3889,"normal|arched|deformed|displaced"
10,"lymph","block_of_affere",0,2,0.0135135,0,0,2,3,2.5,0.707107,66,82,74,11.3137,44.59,55.41,50,7.6509,"no|yes"
10,"lymph","bl_of_lymph_c",0,2,0.0135135,0,0,2,3,2.5,0.707107,26,122,74,67.8822,17.57,82.43,50,45.8629,"no|yes"
10,"lymph","bl_of_lymph_s",0,2,0.0135135,0,0,2,3,2.5,0.707107,7,141,74,94.7523,4.73,95.27,50,64.0214,"no|yes"
10,"lymph","by_pass",0,2,0.0135135,0,0,2,3,2.5,0.707107,36,112,74,53.7401,24.32,75.68,50,36.317,"no|yes"
10,"lymph","extravasates",0,2,0.0135135,0,0,2,3,2.5,0.707107,73,75,74,1.41421,49.32,50.68,50,0.961666,"no|yes"
10,"lymph","regeneration_of",0,2,0.0135135,0,0,2,3,2.5,0.707107,10,138,74,90.5097,6.76,93.24,50,61.1506,"no|yes"
10,"lymph","early_uptake_in",0,2,0.0135135,0,0,2,3,2.5,0.707107,44,104,74,42.4264,29.73,70.27,50,28.6661,"no|yes"
10,"lymph","lym_nodes_dimin",1,3,0.0202703,0,0,1,1,1,0,3,142,3,80.2517,2.03,95.95,2.03,54.2247,"1|2|3"
10,"lymph","lym_nodes_enlar",1,4,0.027027,0,0,1,1,1,0,13,72,31.5,26.6208,8.78,48.65,21.28,17.9892,"1|2|3|4"
10,"lymph","changes_in_lym",0,3,0.0202703,0,0,4,5,4.33333,0.57735,6,77,65,38.0044,4.05,52.03,43.92,25.6823,"bean|oval|round"
10,"lymph","defect_in_node",0,4,0.027027,0,0,2,11,7.5,4.04145,3,50,47.5,22.7303,2.03,33.78,32.095,15.3563,"no|lacunar|lac_margin|lac_central"
10,"lymph","changes_in_node",0,4,0.027027,0,0,2,11,7.5,4.04145,6,75,33.5,29.2916,4.05,50.68,22.635,19.7953,"no|lacunar|lac_margin|lac_central"
10,"lymph","changes_in_stru",0,8,0.0540541,0,0,2,9,6.5,2.32993,2,45,16.5,15.3344,1.35,30.41,11.15,10.3631,"no|grainy|drop_like|coarse|diluted|reticular|stripped|faint"
10,"lymph","special_forms",0,3,0.0202703,0,0,2,8,6,3.4641,28,77,43,25.1064,18.92,52.03,29.05,16.9655,"no|chalices|vesicles"
10,"lymph","dislocation_of",0,2,0.0135135,0,0,2,3,2.5,0.707107,50,98,74,33.9411,33.78,66.22,50,22.9385,"no|yes"
10,"lymph","exclusion_of_no",0,2,0.0135135,0,0,2,3,2.5,0.707107,31,117,74,60.8112,20.95,79.05,50,41.0829,"no|yes"
10,"lymph","no_of_nodes_in",1,8,0.0540541,0,0,1,1,1,0,2,57,9,18.8982,1.35,38.51,6.085,12.7669,"1|2|3|4|5|6|7|8"
10,"lymph","class",0,4,0.027027,0,0,6,12,9,2.58199,2,81,32.5,40.1082,1.35,54.73,21.96,27.1021,"normal|metastases|malign_lymph|fibrosis"
12,"mfeat-factors","att214",1,15,0.0075,0,0,1,2,1.6,0.507093,2,294,154,107.033,0.1,14.7,7.7,5.35166,"4|5|6|7|8|9|10|11|12|13|14|15|16|17|18"
12,"mfeat-factors","att215",1,15,0.0075,0,0,1,2,1.66667,0.48795,1,376,79,145.21,0.05,18.8,3.95,7.26048,"5|6|7|8|9|10|11|12|13|14|15|16|17|18|19"
12,"mfeat-factors","class",0,10,0.005,0,0,1,2,1.1,0.316228,200,200,200,0,10,10,10,0,"1|2|3|4|5|6|7|8|9|10"
14,"mfeat-fourier","class",0,10,0.005,0,0,1,2,1.1,0.316228,200,200,200,0,10,10,10,0,"1|2|3|4|5|6|7|8|9|10"
16,"mfeat-karhunen","class",0,10,0.005,0,0,1,2,1.1,0.316228,200,200,200,0,10,10,10,0,"1|2|3|4|5|6|7|8|9|10"
17,"bridges","IDENTIF",0,107,1,0,0,2,5,3.00926,0.442917,0,1,1,0.096225,0,0.93,0.93,0.0894893,"E1|E10|E100|E101|E102|E103|E105|E107|E107N|E108|E109|E11|E12|E13|E14|E15|E16|E17|E18|E19|E2|E20|E21|E22|E23|E24|E25|E26|E27|E28|E29|E3|E30|E31|E32|E33|E34|E35|E36|E37|E38|E39|E4|E40|E41|E42|E43|E44|E45|E46|E47|E48|E49|E5|E50|E51|E52|E53|E54|E55|E56|E57|E58|E59|E6|E60|E61|E62|E63|E64|E65|E66|E67|E68|E69|E7|E70|E71|E72|E73|E74|E75|E76|E77|E78|E79|E8|E80|E81|E82|E83|E84|E85|E86|E87|E88|E89|E9|E90|E91|E92|E93|E94|E95|E96|E97|E98|E99"
17,"bridges","RIVER",0,4,0.0373832,0,0,1,1,1,0,3,48,28,21.2662,2.8,44.86,26.17,19.8766,"A|M|O|Y"
17,"bridges","PURPOSE",0,4,0.0373832,0,0,2,8,5.25,2.75379,1,71,17.5,32.4384,0.93,66.36,16.355,30.3192,"WALK|AQUEDUCT|RR|HIGHWAY"
17,"bridges","CLEAR-G",0,2,0.0186916,2,0.0186916,1,1,1,0,26,79,52.5,37.4767,24.76,75.24,50,35.6947,"N|G"
17,"bridges","T-OR-D",0,2,0.0186916,5,0.046729,4,7,5.5,2.12132,15,87,51,50.9117,14.71,85.29,50,49.9076,"THROUGH|DECK"
17,"bridges","MATERIAL",0,3,0.0280374,2,0.0186916,4,5,4.33333,0.57735,11,78,16,37.3229,10.48,74.29,15.24,35.5464,"WOOD|IRON|STEEL"
17,"bridges","SPAN",0,3,0.0280374,15,0.140187,4,6,5,1,9,53,30,22.0076,9.78,57.61,32.61,23.9232,"SHORT|MEDIUM|LONG"
17,"bridges","REL-L",0,3,0.0280374,5,0.046729,1,3,1.66667,1.1547,15,57,30,21.2838,14.71,55.88,29.41,20.8635,"S|S-F|F"
17,"bridges","TYPE",0,6,0.0560748,2,0.0186916,4,8,6,1.78885,10,44,12,13.1567,9.52,41.9,11.43,12.528,"WOOD|SUSPEN|SIMPLE-T|ARCH|CANTILEV|CONT-T"
18,"mfeat-morphological","att1",1,3,0.0015,0,0,1,1,1,0,192,1207,601,510.676,9.6,60.35,30.05,25.5338,"0|1|2"
18,"mfeat-morphological","att2",1,7,0.0035,0,0,1,1,1,0,1,651,387,261.112,0.05,32.55,19.35,13.0556,"0|1|2|3|4|5|6"
18,"mfeat-morphological","att3",1,6,0.003,0,0,1,1,1,0,1,889,131.5,425.906,0.05,44.45,6.575,21.2953,"0|1|2|3|4|5"
18,"mfeat-morphological","class",0,10,0.005,0,0,1,2,1.1,0.316228,200,200,200,0,10,10,10,0,"1|2|3|4|5|6|7|8|9|10"
19,"bridges","IDENTIF",0,107,1,0,0,2,5,3.00926,0.442917,0,1,1,0.096225,0,0.93,0.93,0.0894893,"E1|E10|E100|E101|E102|E103|E105|E107|E107N|E108|E109|E11|E12|E13|E14|E15|E16|E17|E18|E19|E2|E20|E21|E22|E23|E24|E25|E26|E27|E28|E29|E3|E30|E31|E32|E33|E34|E35|E36|E37|E38|E39|E4|E40|E41|E42|E43|E44|E45|E46|E47|E48|E49|E5|E50|E51|E52|E53|E54|E55|E56|E57|E58|E59|E6|E60|E61|E62|E63|E64|E65|E66|E67|E68|E69|E7|E70|E71|E72|E73|E74|E75|E76|E77|E78|E79|E8|E80|E81|E82|E83|E84|E85|E86|E87|E88|E89|E9|E90|E91|E92|E93|E94|E95|E96|E97|E98|E99"
19,"bridges","RIVER",0,4,0.0373832,0,0,1,1,1,0,3,48,28,21.2662,2.8,44.86,26.17,19.8766,"A|M|O|Y"
19,"bridges","ERECTED",0,4,0.0373832,0,0,6,8,6.5,1,15,53,19.5,17.6706,14.02,49.53,18.225,16.5129,"CRAFTS|EMERGING|MATURE|MODERN"
19,"bridges","PURPOSE",0,4,0.0373832,0,0,2,8,5.25,2.75379,1,71,17.5,32.4384,0.93,66.36,16.355,30.3192,"WALK|AQUEDUCT|RR|HIGHWAY"
19,"bridges","LENGTH",0,3,0.0280374,26,0.242991,4,6,5,1,12,48,21,18.735,14.81,59.26,25.93,23.1313,"SHORT|MEDIUM|LONG"
19,"bridges","LANES",0,4,0.0373832,15,0.140187,1,1,1,0,4,61,13.5,26.8701,4.35,66.3,14.675,29.2035,"1|2|4|6"
19,"bridges","CLEAR-G",0,2,0.0186916,2,0.0186916,1,1,1,0,26,79,52.5,37.4767,24.76,75.24,50,35.6947,"N|G"
19,"bridges","T-OR-D",0,2,0.0186916,5,0.046729,4,7,5.5,2.12132,15,87,51,50.9117,14.71,85.29,50,49.9076,"THROUGH|DECK"
19,"bridges","MATERIAL",0,3,0.0280374,2,0.0186916,4,5,4.33333,0.57735,11,78,16,37.3229,10.48,74.29,15.24,35.5464,"WOOD|IRON|STEEL"
19,"bridges","SPAN",0,3,0.0280374,15,0.140187,4,6,5,1,9,53,30,22.0076,9.78,57.61,32.61,23.9232,"SHORT|MEDIUM|LONG"
19,"bridges","REL-L",0,3,0.0280374,5,0.046729,1,3,1.66667,1.1547,15,57,30,21.2838,14.71,55.88,29.41,20.8635,"S|S-F|F"
19,"bridges","TYPE",0,6,0.0560748,2,0.0186916,4,8,6,1.78885,10,44,12,13.1567,9.52,41.9,11.43,12.528,"WOOD|SUSPEN|SIMPLE-T|ARCH|CANTILEV|CONT-T"
20,"mfeat-pixel","att1",0,6,0.003,0,0,1,1,1,0,29,1639,91,640.554,1.45,81.95,4.55,32.0277,"0|1|2|3|5|6"
20,"mfeat-pixel","att2",0,7,0.0035,0,0,1,1,1,0,41,1311,116,455.466,2.05,65.55,5.8,22.7733,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att3",0,7,0.0035,0,0,1,1,1,0,72,995,186,327.712,3.6,49.75,9.3,16.3856,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att4",0,7,0.0035,0,0,1,1,1,0,118,697,145,222.942,5.9,34.85,7.25,11.1471,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att5",0,7,0.0035,0,0,1,1,1,0,91,634,137,227.426,4.55,31.7,6.85,11.3713,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att6",0,7,0.0035,0,0,1,1,1,0,71,717,227,231.275,3.55,35.85,11.35,11.5637,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att7",0,7,0.0035,0,0,1,1,1,0,61,863,143,295.201,3.05,43.15,7.15,14.7601,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att8",0,7,0.0035,0,0,1,1,1,0,59,851,199,285.31,2.95,42.55,9.95,14.2655,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att9",0,7,0.0035,0,0,1,1,1,0,54,842,163,286.367,2.7,42.1,8.15,14.3184,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att10",0,7,0.0035,0,0,1,1,1,0,70,752,224,247.144,3.5,37.6,11.2,12.3572,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att11",0,7,0.0035,0,0,1,1,1,0,88,656,135,225.041,4.4,32.8,6.75,11.2521,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att12",0,7,0.0035,0,0,1,1,1,0,112,675,156,216.002,5.6,33.75,7.8,10.8001,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att13",0,7,0.0035,0,0,1,1,1,0,69,979,150,320.615,3.45,48.95,7.5,16.0307,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att14",0,7,0.0035,0,0,1,1,1,0,50,1283,112,442.347,2.5,64.15,5.6,22.1173,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att15",0,6,0.003,0,0,1,1,1,0,20,1623,101.5,633.082,1,81.15,5.075,31.6541,"0|1|2|3|5|6"
20,"mfeat-pixel","att16",0,7,0.0035,0,0,1,1,1,0,23,1380,125,484.416,1.15,69,6.25,24.2208,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att17",0,7,0.0035,0,0,1,1,1,0,66,942,107,342.877,3.3,47.1,5.35,17.1438,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att18",0,7,0.0035,0,0,1,1,1,0,44,959,94,364.941,2.2,47.95,4.7,18.2471,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att19",0,7,0.0035,0,0,1,1,1,0,38,1259,65,453.688,1.9,62.95,3.25,22.6844,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att20",0,7,0.0035,0,0,1,1,1,0,30,1455,40,526.452,1.5,72.75,2,26.3226,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att21",0,7,0.0035,0,0,1,1,1,0,17,1532,53,554.44,0.85,76.6,2.65,27.722,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att22",0,7,0.0035,0,0,1,1,1,0,23,1592,51,577.983,1.15,79.6,2.55,28.8991,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att23",0,7,0.0035,0,0,1,1,1,0,15,1618,64,588.858,0.75,80.9,3.2,29.4429,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att24",0,7,0.0035,0,0,1,1,1,0,20,1640,45,599.475,1,82,2.25,29.9737,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att25",0,7,0.0035,0,0,1,1,1,0,13,1571,50,571.437,0.65,78.55,2.5,28.5719,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att26",0,7,0.0035,0,0,1,1,1,0,29,1462,44,528.303,1.45,73.1,2.2,26.4152,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att27",0,7,0.0035,0,0,1,1,1,0,42,1253,56,453.246,2.1,62.65,2.8,22.6623,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att28",0,7,0.0035,0,0,1,1,1,0,40,956,97,368.906,2,47.8,4.85,18.4453,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att29",0,7,0.0035,0,0,1,1,1,0,38,965,105,355.405,1.9,48.25,5.25,17.7702,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att30",0,7,0.0035,0,0,1,1,1,0,32,1387,116,487.539,1.6,69.35,5.8,24.3769,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att31",0,7,0.0035,0,0,1,1,1,0,42,1335,127,465.515,2.1,66.75,6.35,23.2758,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att32",0,7,0.0035,0,0,1,1,1,0,76,858,84,345.376,3.8,42.9,4.2,17.2688,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att33",0,7,0.0035,0,0,1,1,1,0,42,1064,76,398.921,2.1,53.2,3.8,19.946,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att34",0,7,0.0035,0,0,1,1,1,0,43,1209,80,433.743,2.15,60.45,4,21.6871,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att35",0,7,0.0035,0,0,1,1,1,0,75,1113,116,376.708,3.75,55.65,5.8,18.8354,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att36",0,7,0.0035,0,0,1,1,1,0,92,938,171,297.728,4.6,46.9,8.55,14.8864,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att37",0,7,0.0035,0,0,1,1,1,0,98,826,157,255.502,4.9,41.3,7.85,12.7751,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att38",0,7,0.0035,0,0,1,1,1,0,117,831,157,258.947,5.85,41.55,7.85,12.9474,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att39",0,7,0.0035,0,0,1,1,1,0,95,939,156,304.303,4.75,46.95,7.8,15.2152,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att40",0,7,0.0035,0,0,1,1,1,0,72,1080,110,364.681,3.6,54,5.5,18.2341,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att41",0,7,0.0035,0,0,1,1,1,0,38,1235,84,437.453,1.9,61.75,4.2,21.8727,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att42",0,7,0.0035,0,0,1,1,1,0,51,1194,62,435.223,2.55,59.7,3.1,21.7611,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att43",0,7,0.0035,0,0,1,1,1,0,49,1016,63,399.91,2.45,50.8,3.15,19.9955,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att44",0,7,0.0035,0,0,1,1,1,0,64,945,88,359.74,3.2,47.25,4.4,17.987,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att45",0,7,0.0035,0,0,1,1,1,0,48,1375,125,482.254,2.4,68.75,6.25,24.1127,"0|1|2|3|4|5|6"
20,"mfeat-pixel","att46",0,7,0.0035,0,0,1,1,1,0,56,1338,81,468.093,2.8,66.9,4.05,23.4047,"0|1|2|3|4|5|6"
