"dataset1_openml_id","dataset1_name","attr1_name","attr1_type_converted","dataset2_openml_id","dataset2_name","attr2_name","attr2_type_converted","distinct_values_cnt","distinct_values_pct","missing_values_pct","val_size_min","val_size_max","val_size_avg","val_size_std","val_pct_min","val_pct_max","val_pct_median","val_pct_std","name_dist","similarity_score","attributes_match"
15,"breast-w","Mitoses",1,455,"cars","cylinders",0,0.444444447755814,0.0435139909386635,0,0,0.5,0.1000000461936,1,0.418918907642365,0.384401768445969,0.916868090629578,0.226656451821327,0.666666666666667,0.51,"0"
15,"breast-w","Mitoses",1,1092,"Crash","Year",1,0.444444447755814,0.0935622602701187,0,0.5,0,0.444444417953491,1,0.976347625255585,0.739345669746399,0.913524389266968,0.949672222137451,0.428571428571429,0.1,"0"
21,"car","persons",0,1092,"Crash","D_P",0,0.333333343267441,0.694444477558136,0,0.833333313465118,0.555555582046509,0.733333349227905,0.183503404259682,0.333399951457977,0.333399951457977,0.333399951457977,0,0.428571428571429,0.45,"0"
21,"car","maint",0,50,"tic-tac-toe","bottom-middle-square",0,0.25,0.260802447795868,0,0.666666686534882,0.800000011920929,0.733333349227905,1,0.0421456061303616,0.366447031497955,0.274310618638992,1,0.9,0.19,"0"
21,"car","class",0,841,"stock","binaryClass",0,0.5,0.0905263647437096,0,0.666666686534882,0.800000011920929,0.764705896377563,1,0.922681510448456,0.266352444887161,0.737900018692017,0.937973380088806,0.636363636363636,0.03,"0"
13,"breast-cancer","Class",0,969,"iris","binaryClass",0,0,0.475524485111237,0,0.941176474094391,0.949999988079071,0.945945918560028,1,0.108310900628567,0.0513659752905369,0,0.178007945418358,0.545454545454545,0.97,"0"
13,"breast-cancer","irradiat",0,15,"breast-w","Marginal_Adhesion",1,0.800000011920929,0.511188805103302,0,0.5,0.333333343267441,0.560000002384186,0.552786409854889,0.969722509384155,0.236027300357819,0.916999995708466,0.537253379821777,0.764705882352941,0.05,"0"
15,"breast-w","Cell_Size_Uniformity",1,969,"iris","binaryClass",0,0.800000011920929,0.0679999589920044,0,0,0.5,0.0909091085195541,1,0.974197387695312,0.175941199064255,0.899899959564209,0.322141200304031,0.35,0.15,"0"
50,"tic-tac-toe","middle-middle-square",0,1092,"Crash","Protection",0,0.400000005960464,0.779540717601776,0,0.875,0.933333337306976,0.915254235267639,1,0.931736528873444,0.141343370079994,0.615666449069977,0.247574865818024,0.4,0.17,"0"
15,"breast-w","Marginal_Adhesion",1,21,"car","maint",0,0.600000023841858,0.838194489479065,0,0.666666686534882,0.600000023841858,0.706666707992554,0.669710874557495,0.971200048923492,0.570668041706085,0.833999991416931,1,0.117647058823529,0,"0"
15,"breast-w","Marginal_Adhesion",1,50,"tic-tac-toe","bottom-left-square",0,0.699999988079071,0.781106472015381,0,0,0.5,0.0909091085195541,1,0.96635514497757,0.250729829072952,0.881326854228973,0.346987813711166,0.833333333333333,0.03,"0"
50,"tic-tac-toe","top-right-square",0,1092,"Crash","carID_and_Year",0,0.982758641242981,0.993664920330048,0,0.899999976158142,0.964285731315613,0.942668855190277,1,0.973364472389221,0.973871231079102,0.983700335025787,0.994561970233917,0.6875,0.04,"0"
13,"breast-cancer","tumor-size",0,15,"breast-w","Bare_Nuclei",1,0.0909090936183929,0.628040075302124,1,0.666666686534882,0.600000023841858,0.764285743236542,0.593798100948334,1,0.643561005592346,0.499651074409485,0.590698063373566,0.818181818181818,0.09,"0"
15,"breast-w","Marginal_Adhesion",1,50,"tic-tac-toe","top-right-square",0,0.699999988079071,0.781106472015381,0,0,0.5,0.0909091085195541,1,0.96635514497757,0.250729829072952,0.881326854228973,0.346987813711166,0.705882352941177,0.02,"0"
13,"breast-cancer","age",0,50,"tic-tac-toe","bottom-middle-square",0,0.5,0.850730717182159,0,0.800000011920929,0.800000011920929,0.800000011920929,0,1,0.149265065789223,0.939042150974274,0.517638385295868,0.9,0.09,"0"
13,"breast-cancer","irradiat",0,214,"baskball","age",1,0.866666674613953,0.955244719982147,0,0,0.333333343267441,0.200000002980232,1,0.956265807151794,0.836001038551331,0.854200005531311,0.887207806110382,0.25,0.01,"0"
15,"breast-w","Clump_Thickness",1,1092,"Crash","Doors",1,0.800000011920929,0.602840900421143,1,0,0.5,0.0909091085195541,1,0.951526880264282,0.646918594837189,0.829799950122833,0.476814389228821,0.266666666666667,0,"0"
455,"cars","origin",0,967,"cars","binaryClass",0,0.333333343267441,0.333333343267441,0,0,0,0,0,0.519764959812164,0,0.61080002784729,0.298529833555222,0.818181818181818,0.71,"0"
15,"breast-w","Normal_Nucleoli",1,50,"tic-tac-toe","Class",0,0.800000011920929,0.854070961475372,0,0.875,0.75,0.862500011920929,1,0.933929562568665,0.0299968682229519,0.93419998884201,0.130085662007332,0.266666666666667,0.21,"0"
455,"cars","cylinders",0,1092,"Crash","carID_and_Year",0,0.971264362335205,0.975086331367493,0,0.899999976158142,0.964285731315613,0.942668855190277,1,0.229729756712914,0.977642714977264,0.972450494766235,0.99707567691803,0.642857142857143,0.07,"0"
13,"breast-cancer","menopause",0,1092,"Crash","make",0,0.918918907642365,0.900207936763763,0,0.25,0.300000011920929,0.195652157068253,0.0963905528187752,0.767346978187561,0.772545278072357,0.962305963039398,0.893919408321381,0.111111111111111,0,"0"
15,"breast-w","Cell_Size_Uniformity",1,50,"tic-tac-toe","Class",0,0.800000011920929,0.854070961475372,0,0.875,0.75,0.862500011920929,1,0.975187540054321,0.159167408943176,0.899899959564209,0.263369828462601,0.15,0.08,"0"
13,"breast-cancer","breast-quad",0,15,"breast-w","Class",0,0.600000023841858,0.836337625980377,1,0.142857149243355,0,0.0384615622460842,0.605594635009766,0.786252915859222,0.410866916179657,0.768399953842163,0.313708752393723,0.272727272727273,0.07,"0"
48,"tae","Class_attribute",0,967,"cars","binaryClass",0,0.333333343267441,0.75205260515213,0,0,0,0,0,0.133279860019684,0.449488520622253,0.337799996137619,0.942934811115265,0.4,0.49,"0"
13,"breast-cancer","menopause",0,21,"car","persons",0,0,0.834490776062012,0,0.75,0.428571432828903,0.600000023841858,0,0.926492631435394,0.364537626504898,0.260975539684296,1,0.444444444444444,0.18,"0"
15,"breast-w","Cell_Shape_Uniformity",1,1092,"Crash","Size",0,0.200000002980232,0.370529353618622,0,0.5,0.5,0.633333325386047,0.581669986248016,0.748743712902069,0.516237616539001,0.439416795969009,0.471992284059525,0.0952380952380952,0.25,"0"
15,"breast-w","Class",0,21,"car","lug_boot",0,0.333333343267441,0.393229186534882,0,0.5,0.444444447755814,0.511111080646515,0.455668926239014,0.0333526022732258,0.491300314664841,0.333399951457977,1,0.875,0.53,"0"
969,"iris","binaryClass",0,1092,"Crash","carID",0,0.986206889152527,0.967632234096527,0,0.857142865657806,0.959999978542328,0.929985523223877,1,0.98289829492569,0.974501311779022,0.988600015640259,0.988241076469421,0.272727272727273,0.01,"0"
841,"stock","binaryClass",0,969,"iris","binaryClass",0,0,0.842105269432068,0,0,0,0,0,0.314620584249496,0.229488521814346,0,0.917816460132599,0,0.61,"0"
214,"baskball","height",1,967,"cars","binaryClass",0,0.846153855323792,0.963622510433197,0,0.666666686534882,0.666666686534882,0.666666686534882,0,0.972222208976746,0.700287759304047,0.916600048542023,0.633308827877045,0.909090909090909,0.01,"0"
13,"breast-cancer","age",0,50,"tic-tac-toe","bottom-right-square",0,0.5,0.850730717182159,0,0.800000011920929,0.800000011920929,0.800000011920929,0,1,0.230575323104858,0.939948558807373,0.199186891317368,0.894736842105263,0.13,"0"
15,"breast-w","Bare_Nuclei",1,50,"tic-tac-toe","middle-right-square",0,0.699999988079071,0.781106472015381,1,0,0.5,0.0909091085195541,1,0.977394640445709,0.329595685005188,0.895936191082001,0.624921917915344,0.842105263157895,0.01,"0"
967,"cars","binaryClass",0,1092,"Crash","Year",1,0.600000023841858,0.653201937675476,0,0.5,0.5,0.5,0,0.514423072338104,0.654891312122345,0.602200031280518,0.923657059669495,0.181818181818182,0.16,"0"
21,"car","persons",0,50,"tic-tac-toe","top-left-square",0,0,0.445601850748062,0,0,0.75,0.5,1,0.357935845851898,0.236076071858406,0.0468973219394684,1,0.8,0.7,"0"
15,"breast-w","Class",0,21,"car","safety",0,0.333333343267441,0.393229186534882,0,0.5,0.555555582046509,0.555555582046509,0.727834463119507,0.0333526022732258,0.491300314664841,0.333399951457977,1,0.833333333333333,0.43,"0"
15,"breast-w","Bland_Chromatin",1,21,"car","buying",0,0.600000023841858,0.838194489479065,0,0.666666686534882,0.600000023841858,0.706666707992554,0.669710874557495,0.942799985408783,0.0500000007450581,0.788399934768677,1,0.266666666666667,0.16,"0"
21,"car","safety",0,841,"stock","binaryClass",0,0.333333343267441,0.175347179174423,0,0.666666686534882,0.75,0.699999988079071,1,0.314620584249496,0.35117769241333,0.333399951457977,1,0.818181818181818,0.18,"0"
13,"breast-cancer","age",0,214,"baskball","height",1,0.538461565971375,0.84507805109024,0,0.400000005960464,0.400000005960464,0.400000005960464,0,1,0.441465586423874,0.49640291929245,0.53449535369873,0.833333333333333,0.16,"0"
50,"tic-tac-toe","bottom-right-square",0,455,"cars","name",0,0.990384638309479,0.995925009250641,0,0.833333313465118,0.972222208976746,0.940126657485962,1,0.988317728042603,0.966078400611877,0.99285101890564,0.983294010162354,0.105263157894737,0.02,"0"
48,"tae","Summer_or_regular_semester",0,967,"cars","name",0,0.993589758872986,0.982764482498169,0,0.833333313465118,0.972222208976746,0.940126657485962,1,0.983585000038147,0.982540965080261,0.995000004768372,0.996193170547485,0.0384615384615385,0.02,"0"
48,"tae","Whether_of_not_the_TA_is_a_native_English_speaker",0,50,"tic-tac-toe","top-middle-square",0,0.333333343267441,0.763569951057434,0,0,0,0,0,0.263984709978104,0.511573255062103,0.310999989509583,0.845000863075256,0.204081632653061,0.44,"0"
13,"breast-cancer","deg-malig",0,967,"cars","binaryClass",0,0.333333343267441,0.530377686023712,0,0,0,0,0,0.336805522441864,0.273497432470322,0.405600011348724,0.393418103456497,0.818181818181818,0.66,"0"
13,"breast-cancer","age",0,48,"tae","Class_attribute",0,0.5,0.0529800765216351,0,0.800000011920929,0.800000011920929,0.800000011920929,0,1,0.0252612940967083,0.936575055122375,0.927557170391083,0.866666666666667,0.18,"0"
15,"breast-w","Normal_Nucleoli",1,21,"car","persons",0,0.699999988079071,0.878645837306976,0,0,0.5,0.449999988079071,0.817425787448883,0.931293129920959,0.474124312400818,0.901290118694305,1,0.333333333333333,0,"0"
15,"breast-w","Normal_Nucleoli",1,1092,"Crash","make",0,0.72972971200943,0.86389821767807,0,0.666666686534882,0.800000011920929,0.823043465614319,0.835024237632751,0.751091718673706,0.811770260334015,0.483282655477524,0.848247647285461,0.0666666666666667,0.04,"0"
15,"breast-w","Mitoses",1,37,"diabetes","class",0,0.777777791023254,0.797743022441864,0,0.933333337306976,0.866666674613953,0.925925970077515,1,0.987679064273834,0.21405291557312,0.965599954128265,0.207450374960899,0.428571428571429,0.1,"0"
15,"breast-w","Class",0,967,"cars","cylinders",0,0.600000023841858,0.767668068408966,0,0.833333313465118,0.888888895511627,0.866666674613953,1,0.97853821516037,0.221764281392097,0.586199998855591,0.0506393983960152,0.777777777777778,0.11,"0"
13,"breast-cancer","tumor-size",0,50,"tic-tac-toe","top-right-square",0,0.727272748947144,0.918580412864685,0,0.666666686534882,0.800000011920929,0.785714268684387,1,1,0.519138216972351,0.795110046863556,0.34269991517067,0.625,0.02,"0"
13,"breast-cancer","age",0,455,"cars","origin",0,0.5,0.647783219814301,0,0.800000011920929,0.800000011920929,0.800000011920929,0,1,0.463395148515701,0.892086327075958,0.44743213057518,0.833333333333333,0.02,"0"
13,"breast-cancer","Class",0,21,"car","persons",0,0.333333343267441,0.751736104488373,0,0.941176474094391,0.800000011920929,0.891891896724701,0.183503404259682,0.108310900628567,0.52575409412384,0.333399951457977,1,0.714285714285714,0.17,"0"
13,"breast-cancer","age",0,1092,"Crash","carID_and_Year",0,0.965517222881317,0.957559704780579,0,0.5,0.821428596973419,0.71334433555603,1,1,0.966041147708893,0.728571474552155,0.99564516544342,0.857142857142857,0.01,"0"
48,"tae","Summer_or_regular_semester",0,1092,"Crash","Protection",0,0.600000023841858,0.0675496980547905,0,0.875,0.933333337306976,0.915254235267639,1,0.925147712230682,0.343163818120956,0.727200031280518,0.57655656337738,0.230769230769231,0.04,"0"
15,"breast-w","Mitoses",1,21,"car","doors",0,0.555555582046509,0.820216000080109,0,0,0.600000023841858,0.444444417953491,0.833333313465118,0.982800006866455,0.698176980018616,0.93120002746582,1,0.428571428571429,0.04,"0"
13,"breast-cancer","Class",0,1092,"Crash","make",0,0.945945918560028,0.933471977710724,0,0.823529422283173,0.5,0.663988292217255,0.096405416727066,0.980821013450623,0.830250442028046,0.965999960899353,0.90014511346817,0.6,0,"0"
21,"car","doors",0,50,"tic-tac-toe","middle-right-square",0,0.25,0.260802447795868,0,0,0.800000011920929,0.5,1,0.0421456061303616,0.366447031497955,0.274310618638992,1,0.842105263157895,0.54,"0"
15,"breast-w","Cell_Size_Uniformity",1,1092,"Crash","make",0,0.72972971200943,0.86389821767807,0,0.666666686534882,0.800000011920929,0.823043465614319,0.835024237632751,0.337209314107895,0.782854020595551,0.660339653491974,0.820789992809296,0.15,0.05,"0"
13,"breast-cancer","deg-malig",0,15,"breast-w","Mitoses",1,0.666666686534882,0.185314700007439,0,0,0.5,0.1000000461936,1,0.982682228088379,0.451285779476166,0.942126512527466,0.600120902061462,0.666666666666667,0.01,"0"
15,"breast-w","Mitoses",1,50,"tic-tac-toe","top-middle-square",0,0.666666686534882,0.756784975528717,0,0,0.5,0.1000000461936,1,0.983524918556213,0.523602604866028,0.950072526931763,0.749511122703552,0.764705882352941,0.01,"0"
969,"iris","binaryClass",0,1092,"Crash","Year",1,0.600000023841858,0.0613333396613598,0,0.5,0.5,0.5,0,0.454545468091965,0.676166176795959,0.602200031280518,0.942479491233826,0.181818181818182,0.38,"0"
21,"car","lug_boot",0,841,"stock","binaryClass",0,0.333333343267441,0.175347179174423,0,0.666666686534882,0.800000011920929,0.727272748947144,1,0.314620584249496,0.35117769241333,0.333399951457977,1,0.909090909090909,0.19,"0"
13,"breast-cancer","menopause",0,50,"tic-tac-toe","Class",0,0.333333343267441,0.800974249839783,0,0.5,0.125,0.375,1,0.9293133020401,0.197275727987289,0.0980000272393227,0.19642961025238,0.333333333333333,0.34,"0"
15,"breast-w","Cell_Size_Uniformity",1,21,"car","persons",0,0.699999988079071,0.878645837306976,0,0,0.5,0.449999988079071,0.817425787448883,0.974197387695312,0.393338143825531,0.849834978580475,1,0.25,0,"0"
61,"iris","class",0,1092,"Crash","Doors",1,0.333333343267441,0.715909063816071,1,0.909090936183929,0.933333337306976,0.925000011920929,1,0.192195758223534,0.432584255933762,0.333399951457977,1,0.8,0.11,"0"
967,"cars","binaryClass",0,1092,"Crash","carID",0,0.986206889152527,0.988041400909424,0,0.857142865657806,0.959999978542328,0.929985523223877,1,0.98477566242218,0.972826063632965,0.988600015640259,0.984393239021301,0.272727272727273,0.01,"0"
15,"breast-w","Bland_Chromatin",1,50,"tic-tac-toe","middle-middle-square",0,0.699999988079071,0.781106472015381,0,0,0.5,0.0909091085195541,1,0.914371252059937,0.503242015838623,0.850943922996521,0.402490526437759,0.85,0.02,"0"
13,"breast-cancer","breast",0,15,"breast-w","Marginal_Adhesion",1,0.800000011920929,0.511188805103302,0,0.75,0.600000023841858,0.75555557012558,0.552786409854889,0.984631776809692,0.0872402191162109,0.916999995708466,0.740382015705109,0.823529411764706,0.05,"0"
13,"breast-cancer","deg-malig",0,48,"tae","Whether_of_not_the_TA_is_a_native_English_speaker",0,0.333333343267441,0.208041965961456,0,0,0,0,0,0.226339146494865,0.437430381774902,0.405600011348724,0.752560257911682,0.918367346938776,0.66,"0"
21,"car","buying",0,1092,"Crash","Size",0,0.5,0.898148119449615,0,0.333333343267441,0.200000002980232,0.200000002980232,0.210457965731621,0.840800046920776,0.0227999873459339,0.602200031280518,1,0.5,0.31,"0"
50,"tic-tac-toe","bottom-left-square",0,1092,"Crash","carID_and_Year",0,0.982758641242981,0.993664920330048,0,0.899999976158142,0.964285731315613,0.942668855190277,1,0.973364472389221,0.973871231079102,0.983700335025787,0.994561970233917,0.611111111111111,0.04,"0"
15,"breast-w","Clump_Thickness",1,21,"car","buying",0,0.600000023841858,0.838194489479065,0,0.666666686534882,0.600000023841858,0.706666707992554,0.669710874557495,0.920000016689301,0.170400008559227,0.659600019454956,1,0.2,0.04,"0"
50,"tic-tac-toe","middle-left-square",0,967,"cars","name",0,0.990384638309479,0.995925009250641,0,0.833333313465118,0.972222208976746,0.940126657485962,1,0.99042147397995,0.962493658065796,0.992743134498596,0.97226482629776,0.111111111111111,0.02,"0"
21,"car","maint",0,1092,"Crash","carID_and_Year",0,0.977011501789093,0.995317161083221,0,0.699999988079071,0.821428596973419,0.785008251667023,0.734334945678711,0.977200031280518,0.95440000295639,0.977200031280518,1,0.857142857142857,0.01,"0"
13,"breast-cancer","breast",0,214,"baskball","age",1,0.866666674613953,0.955244719982147,0,0.5,0.600000023841858,0.555555582046509,1,0.977801501750946,0.764816582202911,0.854200005531311,0.0611396059393883,0.333333333333333,0.03,"0"
48,"tae","Whether_of_not_the_TA_is_a_native_English_speaker",0,1092,"Crash","carID",0,0.986206889152527,0.967846512794495,0,0.857142865657806,0.959999978542328,0.929985523223877,1,0.970327973365784,0.978957831859589,0.988600015640259,0.993633568286896,0.0612244897959184,0.02,"0"
37,"diabetes","class",0,50,"tic-tac-toe","middle-right-square",0,0.333333343267441,0.168402746319771,0,0.933333337306976,0.933333337306976,0.933333337306976,0,0.252149015665054,0.393855601549149,0.310999989509583,0.683945536613464,0.894736842105263,0.47,"0"
13,"breast-cancer","breast-quad",0,21,"car","class",0,0.200000002980232,0.867592573165894,1,0.571428596973419,0.444444447755814,0.455128222703934,0.12613707780838,0.48982360959053,0.448728919029236,0.116367772221565,0.517765820026398,0.272727272727273,0.11,"0"
50,"tic-tac-toe","Class",0,1092,"Crash","carID",0,0.986206889152527,0.994931995868683,0,0.125,0.680000007152557,0.439884126186371,1,0.983554542064667,0.973982214927673,0.988600015640259,0.987221539020538,0.8,0.01,"0"
455,"cars","name",0,1092,"Crash","Protection",0,0.98397433757782,0.981515884399414,0,0.25,0.583333313465118,0.293494522571564,0.539342880249023,0.780701756477356,0.973419547080994,0.981671571731567,0.991009771823883,0.9,0.02,"0"
15,"breast-w","Single_Epi_Cell_Size",1,967,"cars","name",0,0.967948734760284,0.981383681297302,0,0.833333313465118,0.944444417953491,0.934139311313629,0.943721771240234,0.137931004166603,0.973198115825653,0.956331849098206,0.98840320110321,0.1,0.07,"0"
15,"breast-w","Mitoses",1,1092,"Crash","carID",0,0.937931060791016,0.968743562698364,0,0.857142865657806,0.920000016689301,0.922206163406372,0.906581997871399,0.245614007115364,0.979476094245911,0.668604671955109,0.989711463451385,0.714285714285714,0.05,"0"
50,"tic-tac-toe","bottom-middle-square",0,455,"cars","name",0,0.990384638309479,0.995925009250641,0,0.833333313465118,0.972222208976746,0.940126657485962,1,0.99042147397995,0.962493658065796,0.992743134498596,0.97226482629776,0.1,0.02,"0"
13,"breast-cancer","tumor-size",0,21,"car","maint",0,0.636363625526428,0.939814865589142,0,0,0,0.196428537368774,0.186884343624115,1,0.160800024867058,0.713399946689606,1,0.3,0.06,"0"
21,"car","maint",0,48,"tae","Class_attribute",0,0.25,0.883487641811371,0,0.666666686534882,0.800000011920929,0.733333349227905,1,0.229583993554115,0.274099856615067,0.244941115379333,1,0.8,0.06,"0"
13,"breast-cancer","tumor-size",0,50,"tic-tac-toe","bottom-left-square",0,0.727272748947144,0.918580412864685,0,0.666666686534882,0.800000011920929,0.785714268684387,1,1,0.519138216972351,0.795110046863556,0.34269991517067,0.722222222222222,0.02,"0"
50,"tic-tac-toe","middle-left-square",0,1092,"Crash","Protection",0,0.400000005960464,0.779540717601776,0,0.875,0.933333337306976,0.915254235267639,1,0.956321835517883,0.291307479143143,0.604063868522644,0.675855457782745,0.444444444444444,0.06,"0"
13,"breast-cancer","inv-nodes",0,50,"tic-tac-toe","middle-right-square",0,0.571428596973419,0.872054874897003,0,0.666666686534882,0.800000011920929,0.775862038135529,1,1,0.470193386077881,0.989840388298035,0.669011294841766,0.789473684210526,0,"0"
13,"breast-cancer","node-caps",0,1092,"Crash","Size",0,0.75,0.692307710647583,1,0,0.25,0.16666667163372,0.0645856559276581,0.802383363246918,0.694089651107788,0.801100015640259,0.819679737091064,0.333333333333333,0.01,"0"
50,"tic-tac-toe","bottom-left-square",0,214,"baskball","height",1,0.769230782985687,0.976874887943268,0,0.666666686534882,0.666666686534882,0.666666686534882,0,0.951401889324188,0.570249855518341,0.880754947662354,0.418709993362427,0.222222222222222,0,"0"
21,"car","maint",0,214,"baskball","height",1,0.692307710647583,0.982905924320221,0,0,0.400000005960464,0.200000002980232,1,0.958399951457977,0.25,0.833199977874756,1,0.666666666666667,0.01,"0"
21,"car","maint",0,455,"cars","origin",0,0.25,0.686728417873383,0,0.666666686534882,0.800000011920929,0.733333349227905,1,0.280800014734268,0.600383639335632,0.221600040793419,1,0.666666666666667,0.08,"0"
